"IntentContract","IntentEmail","Manip01","Manip02","Manip03","PriceQuality","PsychOwn01","PsychOwn02","PsychOwn03","PsychOwn04","GWA01","GWA02","GWA03","GWA04","CFC01","CFC02","CFC03","CFC04","CFC05","CFC06","CFC07","CFC08","CFC09","CFC10","CFC11","CFC12","CFC13","CFC14","BVO01","BVO02","BVO03","BVO04","Secure01","Secure02","Secure03","Secure04","Privacy01","Privacy02","Privacy03","Privacy04","BikeOwn","BikeShare","BikeStolen","CarLicense","CarAccess","BikeFreq","BikePurpose","BikeDuration","TravelMode","Travel01","Travel02","Travel03","dGender","YrBirth","dIBA","SatFac","HrPWork","HrVWork","HrClass","HrStud","cLiving","cLocate","dPreMas","dSports","dFraternity","dAssoc","dAbroad","Control01","Control02","Control03","SurveyDifficult","SurveyMotive","SurveyLike","SurveyBoring","SurveyClear"
80,100,2,1,3,1.57692307692308,1,1,1,7,3,2,3,3,5,4,2,4,4,4,4,4,2,1,2,2,4,4,5,5,6,5,3,4,2,2,4,1,4,2,2,2,1,1,1,1,2,20,2,0,3,3,2,1998,1,70,30,0,4,20,5,1,2,2,2,2,2,2,1,3,2,1,1,1,1
20,10,3,2,3,0.67741935483871,1,1,1,7,4,3,3,2,4,4,1,1,4,5,4,4,2,2,1,2,5,4,4,4,5,4,4,5,5,1,2,2,2,2,1,2,1,1,2,2,1,25,4,-4,-3,2,1,1997,1,85,12,4,10,20,1,1,1,2,2,2,1,3,2,3,2,2,2,1,1
0,100,2,1,2,5.16666666666667,5,3,4,5,1,3,3,2,5,4,2,4,3,3,3,3,4,2,2,5,2,4,4,5,4,4,2,4,5,2,2,2,3,2,1,2,2,1,1,3,3,15,2,3,2,5,1,1997,1,71,4,0,10,10,3,1,2,1,2,1,2,2,1,2,2,1,2,1,1
40,40,2,2,2,5.16666666666667,3,3,3,5,1,3,3,4,4,3,2,2,2,2,4,4,2,4,2,3,4,2,4,4,5,4,2,4,2,2,2,2,2,2,1,2,1,1,1,2,2,30,2,-1,-3,2,2,1992,1,82,20,0,14,25,4,1,2,1,2,2,1,1,2,2,2,2,2,1,1
0,14,1,1,3,2.29032258064516,1,1,1,7,4,4,2,4,4,4,2,1,4,4,4,3,2,1,2,3,5,4,5,5,6,4,4,5,5,3,1,4,1,2,1,1,1,1,1,2,1,20,2,4,-5,3,1,1998,1,40,0,0,10,8,3,4,2,1,2,2,2,1,1,3,2,1,1,2,1
10,35,3,1,2,1.90909090909091,2,1,2,6,2,2,1,3,4,4,1,2,3,2,4,4,3,2,2,2,3,3,3,3,4,2,4,5,4,2,2,2,3,2,1,2,1,1,2,2,1,15,4,-3,-3,2,1,1998,2,40,8,0,16,21,1,1,2,1,1,2,2,3,1,2,2,2,2,1,1
9,20,3,1,2,2.42857142857143,2,2,2,5,2,1,2,1,4,3,1,1,3,4,4,3,2,1,2,3,4,3,4,4,3,2,2,4,2,1,2,3,2,2,1,2,2,2,1,2,1,6,2,2,3,4,2,1999,1,71,16,0,4,8,3,2,2,2,2,2,2,3,1,2,2,1,2,1,1
10,40,3,1,2,2.81818181818182,7,7,7,1,2,1,3,1,2,4,4,4,3,1,4,4,4,5,4,4,3,3,1,1,1,1,2,2,1,2,3,4,4,3,1,2,2,1,1,5,3,10,2,3,4,5,1,1995,1,65,15,0,5,5,2,1,2,1,2,2,1,3,1,2,2,2,2,1,1
40,80,1,1,3,1.64516129032258,2,2,1,7,3,2,3,2,4,4,2,2,2,2,4,4,2,4,2,3,4,4,5,4,5,3,4,5,4,2,4,4,2,2,1,2,1,1,1,3,1,10,4,4,2,3,2,1999,1,60,8,0,15,30,1,1,2,1,2,1,2,1,1,3,2,1,2,1,1
75,85,3,2,3,2.81818181818182,5,4,5,6,3,3,4,4,4,4,2,2,2,5,4,4,2,3,2,3,5,4,5,5,5,4,5,5,3,3,3,3,3,2,1,2,2,2,2,2,1,15,4,3,-4,-4,2,1999,1,88,0,4,4,40,2,3,2,1,2,1,1,3,2,3,2,2,1,1,1
80,0,2,2,1,1.3125,6,4,6,3,1,1,2,2,3,3,2,3,2,3,2,4,2,3,2,3,2,3,5,5,5,5,3,4,4,4,1,1,1,1,1,2,1,1,2,3,1,15,2,3,2,2,1,1998,1,67,10,0,20,20,4,1,2,2,1,1,2,1,2,1,2,2,2,1,1
16,10,3,2,2,1.625,2,2,2,6,2,3,3,3,4,4,2,2,3,3,4,3,2,2,2,3,4,4,6,5,6,4,4,4,4,3,2,2,1,2,1,2,1,1,1,2,1,10,2,2,-2,-2,2,1998,1,75,0,2,12,25,3,5,2,2,2,2,2,3,1,2,2,1,1,2,1
50,60,3,2,2,2.81818181818182,2,3,3,5,1,3,2,3,4,2,3,2,4,3,4,3,2,2,2,3,4,3,4,3,3,3,2,4,2,1,2,2,2,2,1,2,2,1,1,2,1,5,4,2,-1,1,2,1998,1,80,3,0,8,30,1,2,2,1,1,2,1,3,1,2,2,1,2,2,1
10,20,3,2,2,1.47619047619048,7,6,6,6,1,1,1,2,4,4,3,2,4,4,4,4,2,2,4,3,5,4,5,5,5,3,4,4,4,5,1,1,1,1,1,2,2,1,1,3,1,15,2,0,2,5,1,1996,1,35,2,12,4,10,2,1,2,1,2,2,2,3,2,2,2,1,2,1,1
40,20,1,1,1,1.48780487804878,1,2,1,6,2,2,2,2,4,4,2,1,4,3,4,4,2,2,1,3,4,5,4,3,4,3,2,5,3,2,1,1,1,1,1,2,1,1,1,2,1,10,4,2,5,4,1,1997,2,79,12,2,16,24,2,2,1,1,2,2,1,1,1,1,2,2,1,2,1
80,0,1,1,1,1,1,1,1,6,1,1,1,1,4,3,2,3,4,4,4,4,4,4,4,4,4,4,5,4,5,3,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,0,2,-4,4,5,2,1997,1,76,16,0,10,15,4,1,2,1,2,2,2,1,1,4,2,2,2,1,1
100,0,2,1,1,51,3,3,3,7,1,3,1,4,4,3,2,2,3,4,4,3,4,2,2,2,4,4,6,5,4,4,3,4,5,1,4,4,4,4,1,2,1,1,2,2,1,20,4,3,-5,0,2,1999,1,83,0,0,12,20,1,4,2,1,2,1,2,2,1,2,2,1,1,2,1
85,82,2,1,1,0.583333333333333,6,6,6,2,1,1,1,1,2,4,2,2,4,4,4,2,1,1,4,4,2,4,5,5,6,5,1,2,1,1,4,4,4,2,1,2,2,1,1,3,3,9,2,5,-4,5,1,1996,1,71,8,0,0,6,3,2,2,2,2,2,2,2,1,1,2,1,1,1,1
40,72,2,2,3,0.375,3,3,2,6,1,4,2,2,5,4,2,2,5,3,5,4,1,3,2,3,4,4,4,4,4,3,3,5,4,4,2,2,2,2,1,2,2,1,1,4,3,15,2,3,4,2,2,1999,1,74,10,5,20,15,3,2,2,2,2,2,2,2,2,3,2,1,2,2,1
65,70,1,1,2,1.41666666666667,3,2,2,2,1,1,2,1,4,3,4,2,4,3,4,3,2,3,3,3,4,3,4,4,4,2,2,4,4,2,4,3,3,3,1,2,2,2,1,4,2,15,2,3,4,0,2,1999,1,75,15,0,15,12,4,2,2,1,2,2,2,1,1,2,2,1,1,2,2
23,52,3,2,2,2.81818181818182,6,6,5,5,2,2,3,1,3,3,4,3,2,4,4,4,2,3,3,3,3,4,3,3,3,4,2,4,4,2,4,4,4,4,1,2,1,1,1,5,3,15,2,-4,4,4,1,1995,1,81,12,0,10,12,3,2,1,1,2,1,2,3,2,2,2,1,1,2,1
30,20,2,2,1,1.90909090909091,1,4,1,7,1,3,1,2,4,2,1,1,4,2,3,2,1,2,2,3,4,4,3,3,3,2,3,3,4,1,4,5,3,2,1,2,1,1,1,2,1,10,3,-3,-4,-1,1,1994,1,70,16,0,4,25,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1
50,0,3,1,2,1,2,2,2,5,2,2,3,2,4,3,2,2,3,4,4,4,2,3,2,3,4,4,5,5,5,5,2,5,4,3,2,3,2,2,1,2,2,1,1,4,2,30,2,3,4,4,1,1996,1,70,15,0,20,15,3,4,2,1,2,1,2,3,2,2,2,1,2,1,1
88,100,2,2,1,31,4,3,6,2,2,1,2,2,4,3,2,1,4,4,3,3,1,1,1,3,5,4,4,4,4,3,3,5,3,1,3,2,2,3,1,1,2,1,1,3,3,10,2,2,0,4,2,1999,1,70,6,6,12,12,2,1,2,1,2,1,2,3,1,3,1,2,1,2,1
40,0,1,2,1,0.154929577464789,3,6,4,6,3,1,1,2,2,2,1,1,4,2,3,4,3,2,2,2,4,3,2,2,4,3,2,5,2,2,4,4,4,4,1,2,2,1,1,4,3,10,2,-2,4,5,1,1999,1,75,18,0,4,6,3,3,2,1,2,2,2,1,2,1,2,1,1,2,2
67,71,1,2,2,1.64516129032258,4,6,3,5,1,1,1,3,4,2,2,2,4,3,4,3,2,3,2,2,4,3,5,5,6,4,4,3,2,2,4,4,3,3,1,1,1,1,1,2,1,15,4,1,-2,4,2,1996,1,81,0,5,12,30,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2
14,1,3,1,1,0.51219512195122,2,2,1,4,3,3,2,4,2,3,3,4,4,2,4,2,3,4,2,3,3,2,3,3,5,4,4,5,5,3,3,5,4,4,1,2,1,1,1,2,1,30,4,0,-2,1,1,1994,1,65,20,10,12,8,4,2,2,1,2,1,2,3,1,1,2,2,2,1,2
40,53,3,2,2,4.63636363636364,6,6,6,6,2,2,2,1,3,2,3,3,4,2,3,3,2,2,4,3,3,2,4,4,4,2,2,4,2,3,4,4,4,4,1,2,2,1,1,2,2,3,2,-3,3,5,2,1999,1,71,12,0,6,6,3,2,2,1,2,2,2,3,2,2,2,1,2,1,2
3,0,3,2,1,2.36363636363636,3,3,6,5,1,2,1,3,4,2,2,3,3,4,3,3,2,3,4,2,4,3,3,4,4,3,1,5,2,4,3,4,3,4,1,2,2,1,1,5,3,10,1,-3,5,5,1,1998,1,65,4,0,16,8,3,4,2,1,2,1,2,3,2,1,2,1,1,2,1
12,20,3,1,1,2.42857142857143,2,2,2,5,1,2,2,3,3,3,2,3,4,2,3,4,2,3,3,2,4,2,2,4,4,4,4,2,3,3,4,3,4,3,1,2,2,1,1,2,1,15,4,4,0,4,1,1998,1,71,10,0,2,6,1,1,2,1,2,1,1,3,1,2,1,2,1,1,1
20,30,3,2,2,2.66666666666667,1,1,1,7,4,2,2,2,4,1,2,2,4,2,2,3,2,2,2,2,3,3,5,5,4,5,4,5,4,2,3,4,4,2,1,2,2,1,1,2,1,30,4,-2,2,3,1,1999,1,61,16,0,2,10,3,1,2,1,1,1,2,3,1,2,2,1,1,2,1
55,0,2,1,1,1.47619047619048,1,1,1,7,2,3,3,3,4,4,3,3,4,2,4,4,3,2,2,3,4,4,5,5,6,5,3,5,4,1,1,2,2,1,1,1,2,1,1,2,1,30,2,0,-1,3,2,1999,1,76,1,5,9,3,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1
70,0,2,2,2,1.23809523809524,1,1,1,7,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,4,4,1,4,2,2,2,2,2,2,1,1,1,2,1,2,1,10,4,0,3,3,1,1998,1,82,0,0,15,20,2,4,2,1,1,1,2,2,2,2,1,2,2,1,1
55,20,2,2,1,1.625,2,3,2,6,1,3,2,3,3,3,3,2,4,2,5,4,2,2,3,3,4,4,4,4,4,2,2,3,3,2,4,4,5,5,1,2,2,1,1,3,1,15,2,2,1,2,1,1998,1,73,0,0,8,16,3,2,2,1,2,2,2,2,2,1,2,1,1,2,1
20,8,1,1,3,2.42857142857143,6,3,2,6,1,1,1,1,5,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,2,4,4,5,4,4,4,4,3,1,2,2,1,1,3,1,40,2,2,5,5,1,1999,1,67,10,0,10,3,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1
18,29,3,2,2,1.96153846153846,7,5,5,3,2,1,2,1,4,3,4,4,4,4,3,4,2,3,4,4,4,3,3,3,2,3,2,4,3,4,3,4,4,4,1,2,2,1,1,5,3,5,2,2,-5,5,2,1998,1,51,12,0,2,10,3,2,2,2,2,2,2,3,2,1,1,2,2,1,1
2,2,2,1,2,1,4,4,3,5,1,1,1,1,4,3,2,2,4,5,2,4,5,3,2,1,3,3,3,3,3,3,4,4,3,4,2,4,2,2,1,2,1,1,1,5,1,15,2,3,5,5,3,1998,1,19,14,0,10,3,3,1,2,1,2,2,2,5,2,2,2,2,2,1,2
85,10,2,1,3,2.81818181818182,3,3,3,6,1,1,1,1,4,4,1,2,5,5,3,5,2,5,2,4,4,4,2,2,2,2,4,4,3,2,2,2,2,2,1,2,1,1,1,2,2,5,2,-4,3,4,1,1996,1,80,24,0,0,20,3,3,1,1,2,1,2,1,1,3,2,1,1,2,1
50,5,2,2,1,3.1875,1,2,2,6,1,1,2,1,2,2,3,2,5,2,2,1,4,4,3,4,3,3,3,4,3,2,2,3,4,1,1,2,3,3,1,2,2,2,2,2,1,8,4,3,3,-3,2,1999,1,70,0,0,12,12,1,3,2,2,2,2,2,2,2,1,2,2,2,1,1
74,10,1,1,2,1.96774193548387,2,3,2,6,1,1,1,1,4,2,1,4,3,3,5,3,1,1,1,2,4,4,5,4,4,2,4,5,5,1,5,4,4,3,1,2,2,1,1,3,2,15,2,3,5,5,1,1999,1,45,12,0,10,5,3,4,2,1,2,2,2,1,1,2,2,1,1,2,1
80,80,2,2,2,0.807692307692308,1,1,1,7,2,3,2,3,4,1,1,2,4,4,4,3,1,1,2,4,4,4,6,5,5,4,5,5,5,4,2,2,2,2,1,2,1,1,1,2,1,20,4,-1,-3,-2,2,1997,1,72,16,0,4,20,4,1,2,1,2,2,2,2,1,2,2,1,1,2,1
0,0,3,2,1,2.875,1,1,1,7,2,1,3,2,4,4,3,3,4,4,4,4,3,3,3,3,4,2,5,3,4,4,2,4,4,1,3,4,4,3,1,2,1,1,2,5,4,20,2,-3,3,4,2,1999,1,61,10,0,8,12,3,1,2,2,2,2,2,3,2,1,1,1,1,2,1
20,20,1,1,1,1,3,5,3,6,2,2,1,2,4,4,2,2,4,4,4,4,2,2,2,3,4,4,3,3,3,2,1,4,1,1,2,2,3,3,1,2,2,1,1,3,1,15,4,0,-2,3,1,1998,1,89,10,0,12,20,3,1,2,1,2,2,2,1,1,2,2,2,2,2,1
80,18,1,1,2,1,2,2,3,6,1,1,3,2,2,2,4,4,4,2,4,2,2,2,3,2,3,2,3,4,4,4,2,4,2,2,3,2,4,2,1,2,2,1,1,3,1,30,2,2,3,5,1,1998,1,75,12,0,10,20,3,4,2,1,2,2,2,3,1,2,2,1,1,2,1
0,0,1,2,2,3.72727272727273,4,4,4,4,1,1,3,1,3,3,4,4,4,2,4,4,2,1,3,3,3,3,5,5,2,2,1,5,2,4,2,2,4,2,1,2,1,1,1,4,4,10,2,2,3,5,1,1997,1,80,0,0,5,5,3,1,2,1,2,2,2,2,1,2,2,2,2,1,1
76,95,2,2,2,3.72727272727273,3,3,3,5,1,2,2,2,4,3,3,4,4,4,4,3,3,3,4,4,4,5,3,3,3,3,5,5,4,4,2,2,2,2,1,2,2,1,2,2,1,60,4,4,4,5,2,1997,1,70,15,0,2,10,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2
50,8,1,1,2,0.607843137254902,3,6,4,5,1,2,2,2,3,4,2,2,4,3,3,4,2,2,2,3,4,4,5,4,5,3,2,3,2,1,2,2,2,2,1,2,2,1,1,5,3,10,2,2,2,4,2,1995,1,76,24,0,10,15,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1
10,10,3,2,1,2.25,3,3,3,6,1,2,2,2,4,4,2,2,2,4,4,3,2,2,2,3,4,2,4,4,4,4,3,4,4,2,2,3,2,3,1,2,2,1,1,3,3,15,2,2,-1,2,2,1995,1,80,8,0,10,20,5,1,1,1,2,1,1,3,1,1,2,1,2,1,1
20,80,1,2,1,7.36363636363636,2,2,1,6,1,2,1,4,5,4,3,2,5,5,3,3,4,3,3,2,4,4,3,3,3,3,1,4,5,1,4,4,5,4,1,2,2,1,1,2,1,10,4,5,-2,2,1,1998,1,70,10,6,8,18,5,1,2,1,1,1,2,1,2,2,2,1,1,2,1
0,100,3,1,3,2.81818181818182,1,2,2,7,1,4,4,4,3,2,4,2,4,3,4,3,2,3,4,3,4,4,6,6,5,5,3,5,3,3,1,1,1,1,1,2,2,1,1,2,1,15,4,0,0,0,2,1997,1,60,15,0,12,16,3,2,2,1,2,2,2,3,1,3,2,2,1,1,1
50,0,1,2,1,0.666666666666667,3,3,3,5,4,4,4,1,4,3,2,2,3,3,4,3,2,2,2,2,4,3,3,3,3,2,4,4,4,2,2,3,2,2,1,2,1,1,2,3,1,10,2,1,-1,3,1,1996,1,75,15,0,4,20,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1
60,50,3,2,1,1,2,2,3,4,1,1,1,1,4,4,4,3,4,4,3,4,5,4,5,3,4,3,4,4,4,5,3,5,2,1,3,5,4,4,1,2,2,1,1,4,3,20,1,1,-1,4,2,1999,1,51,10,0,10,10,3,4,2,1,2,2,2,5,2,3,2,1,2,2,1
35,18,1,1,1,1.16129032258065,2,2,2,6,2,3,3,4,5,3,2,1,4,2,4,4,2,2,2,2,5,4,5,5,5,5,3,5,3,2,2,2,3,4,1,2,2,1,2,2,1,7,4,0,-2,-2,1,1999,1,71,0,5,15,28,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2
40,20,3,2,1,1,2,2,2,6,4,2,2,3,2,3,3,3,3,2,2,3,3,3,3,3,2,2,5,5,5,5,3,4,2,1,2,2,2,2,1,2,2,1,1,2,1,10,4,3,-4,2,2,1999,1,55,5,0,5,15,2,4,2,2,1,2,1,3,2,2,2,1,1,2,1
1,1,1,2,3,0.523809523809524,1,2,1,6,1,2,2,2,4,3,4,4,4,4,2,4,3,4,2,4,3,4,4,4,4,4,4,5,3,1,1,2,1,4,1,2,1,1,1,5,3,20,2,-2,1,3,1,1995,2,81,15,0,8,5,2,2,2,1,2,2,2,3,1,3,1,2,1,2,1
44,25,1,2,1,1.95238095238095,6,5,5,2,1,1,1,3,4,2,3,4,4,3,3,2,4,4,2,3,3,2,2,2,3,2,3,4,4,1,2,2,3,3,1,2,2,1,1,2,3,10,3,4,1,3,1,1999,1,66,5,0,5,10,1,3,2,1,1,2,2,1,1,1,2,2,2,1,1
10,10,2,1,2,0.0196078431372549,1,4,1,7,2,1,1,3,5,4,2,2,5,2,4,3,1,2,2,3,4,3,6,6,6,6,4,5,3,1,3,3,3,3,1,2,1,2,1,2,1,20,4,5,5,5,1,1997,1,90,0,0,10,10,5,1,2,1,2,2,1,2,1,2,2,2,1,2,1
82,85,2,2,2,1.24,2,3,2,6,2,1,1,2,2,1,4,3,3,3,4,4,4,3,3,3,2,2,4,5,4,3,1,5,4,1,2,3,2,2,1,2,2,1,1,3,3,10,2,-1,2,4,1,1999,1,74,16,0,5,5,3,3,2,1,2,1,2,2,1,2,2,1,1,2,1
19,38,3,1,3,0.67741935483871,3,2,3,5,3,1,2,2,4,3,3,4,4,4,4,3,2,3,4,3,4,4,5,6,5,5,2,2,3,3,4,4,2,4,1,2,1,1,2,3,1,10,4,-2,1,1,2,1998,1,57,16,10,12,30,1,1,2,1,1,1,2,3,1,3,1,1,1,2,1
1,1,1,2,1,2.42857142857143,2,2,2,6,2,1,3,2,5,4,2,3,3,5,5,5,2,2,2,2,4,4,5,5,5,3,2,4,2,1,2,2,2,2,1,2,1,1,2,2,1,15,4,-1,1,3,1,1998,1,75,0,0,15,10,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1
75,30,2,2,1,1.47619047619048,1,2,1,6,2,3,2,3,4,4,2,2,2,5,4,3,2,3,3,4,5,4,3,3,3,3,3,4,2,1,2,4,3,2,1,2,2,1,1,3,2,15,2,2,-1,-1,1,1998,1,85,16,0,16,10,3,3,2,1,2,2,1,2,2,2,2,2,1,2,2
75,30,2,1,3,1.95238095238095,2,2,2,6,1,2,2,1,4,2,1,1,4,4,4,3,1,2,1,2,5,5,4,3,4,3,2,4,2,1,2,2,3,2,1,2,2,1,1,4,3,10,5,1,1,2,1,1998,1,62,6,4,16,5,3,2,2,1,2,1,2,2,1,3,2,2,2,1,1
36,6,1,2,2,1.64516129032258,1,1,1,7,2,2,2,1,4,3,2,3,3,3,5,3,2,2,3,2,4,4,5,4,5,4,3,5,4,3,1,1,3,2,1,2,2,1,2,2,2,5,2,0,3,2,2,1998,1,55,12,1,10,20,3,4,2,1,2,2,2,1,1,2,2,2,1,2,1
35,35,3,1,1,1.625,2,3,2,6,1,2,1,1,4,3,4,3,5,4,4,3,2,2,2,1,4,4,3,3,5,4,2,5,2,3,4,5,4,4,1,2,2,1,1,2,1,20,2,4,-4,2,1,1999,1,75,15,0,12,16,3,4,2,1,2,1,2,3,1,1,1,1,1,2,1
81,0,3,2,1,1.96153846153846,4,4,4,4,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4,4,4,1,1,1,1,1,1,1,2,1,2,5,3,20,2,0,4,4,1,1997,1,39,0,0,14,10,2,2,2,1,2,1,1,3,2,2,2,2,2,1,2
80,100,2,1,2,1.95238095238095,2,3,2,6,1,2,1,2,4,3,3,2,4,4,2,3,2,3,4,3,5,4,5,5,5,4,1,5,2,2,4,4,4,4,1,2,2,1,1,2,1,10,2,-2,-2,3,1,1999,1,69,0,0,10,20,3,3,2,1,2,2,2,1,1,2,2,2,2,1,2
10,10,3,1,2,1,2,4,4,5,2,3,4,2,4,3,2,3,5,3,4,4,2,3,3,3,3,3,3,5,4,4,3,5,3,2,3,3,3,2,1,2,2,1,2,2,2,0,2,3,2,0,2,1999,1,70,16,0,4,10,1,2,2,1,1,2,2,3,2,2,2,2,1,1,1
70,0,1,1,2,2.9047619047619,2,2,2,6,2,3,2,2,4,3,2,3,3,3,4,3,2,2,2,3,4,4,4,4,4,3,2,4,2,2,2,2,2,2,1,1,2,2,2,2,3,20,2,3,-3,3,1,1998,1,75,6,0,10,10,3,3,2,2,2,1,2,2,1,2,2,2,2,1,1
9,1,3,1,3,1,3,5,5,4,2,1,1,3,4,3,2,2,2,4,3,2,3,2,2,2,4,3,4,5,5,4,2,4,2,1,4,4,4,3,1,2,2,1,1,2,2,10,1,2,5,5,1,1998,1,70,15,0,4,15,3,3,2,2,2,2,1,3,1,3,2,1,1,2,1
0,5,3,1,1,1.9375,2,1,2,6,2,3,4,3,4,4,1,2,4,4,4,3,4,2,2,3,5,5,5,5,4,4,1,5,4,1,2,2,4,2,2,2,2,2,1,1,5,15,2,5,3,3,1,1998,2,70,0,10,18,30,2,4,2,2,2,2,1,3,1,3,2,1,1,2,1
25,15,1,2,1,1.55555555555556,2,3,1,6,3,3,1,4,5,4,2,2,4,5,4,4,2,2,2,2,4,4,4,3,4,3,2,5,4,3,3,2,4,3,1,2,1,1,2,2,1,20,4,-4,-5,-2,1,1996,1,59,0,0,17,20,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1
57,1,2,2,3,1.95238095238095,3,2,3,5,2,1,1,1,5,4,2,2,4,4,4,4,1,2,1,3,5,4,3,4,3,4,4,4,2,1,2,1,1,1,1,2,2,1,1,1,4,5,2,1,5,5,2,1998,1,65,18,0,12,18,3,2,2,2,2,2,2,2,2,3,2,1,1,2,1
30,52,3,2,2,1,1,2,2,7,2,4,4,3,3,4,4,3,5,4,4,4,4,4,4,3,2,1,5,5,5,5,2,5,3,1,1,1,1,1,1,2,2,2,2,4,2,8,2,2,5,3,2,1999,1,73,20,0,10,5,3,3,2,2,2,2,2,3,2,2,2,1,1,2,1
90,40,2,1,1,1,2,2,2,5,1,2,1,2,2,3,2,2,3,4,3,3,2,2,2,2,4,4,5,5,5,3,3,4,3,2,2,2,2,3,1,2,1,1,2,2,1,10,4,-2,-1,2,2,1999,1,71,0,20,12,12,2,2,2,1,2,1,2,2,1,4,2,1,1,2,1
30,70,2,2,2,0.67741935483871,1,2,1,2,3,2,2,2,3,3,2,2,4,4,5,4,3,2,2,4,4,4,4,4,3,3,4,5,3,4,3,4,2,3,1,2,1,1,1,3,1,20,4,3,-2,1,1,1999,1,40,10,0,8,6,5,3,2,2,2,2,2,2,2,2,1,1,1,2,1
76,49,2,2,3,1,2,2,3,4,1,1,2,2,4,3,3,2,3,4,3,3,2,3,3,3,4,4,4,4,4,4,3,3,4,2,2,2,2,2,1,2,2,1,1,3,1,0,2,0,-2,3,2,1998,1,75,8,3,8,8,3,4,2,1,2,2,2,5,1,3,2,2,2,2,1
5,0,3,1,1,3.5,3,5,3,6,2,1,4,1,4,4,1,2,5,5,4,3,1,1,2,2,4,4,3,3,4,2,4,5,5,3,2,4,3,2,1,2,2,1,1,4,2,15,2,-2,3,1,1,1996,1,75,16,0,12,10,1,1,1,2,2,2,2,3,1,1,2,1,1,2,1
80,13,2,2,1,5.54545454545455,2,3,2,6,2,2,2,3,4,2,2,2,5,2,4,4,2,2,4,3,4,4,5,3,5,4,2,5,4,2,4,2,2,4,1,2,1,1,2,3,1,15,2,5,-2,-2,1,1997,1,65,10,0,16,28,3,3,2,1,2,2,2,2,1,3,2,1,1,2,1
34,24,1,1,1,1.24390243902439,1,2,2,7,1,2,1,3,2,4,3,2,4,2,1,4,1,3,3,1,3,2,5,3,4,5,3,2,4,4,3,4,4,2,1,2,2,1,1,2,3,10,2,2,-3,1,1,1999,1,50,25,0,6,4,3,3,2,1,2,2,2,1,1,1,2,2,2,1,1
75,40,3,1,2,1.71428571428571,1,1,1,7,1,1,1,1,3,5,4,3,5,2,5,3,4,4,4,4,5,3,3,4,4,2,2,5,4,2,2,2,2,2,1,2,2,1,1,3,2,15,2,0,3,5,1,1998,1,29,15,0,8,10,3,4,2,1,2,2,2,3,1,2,2,1,1,2,1
70,100,1,1,2,1.64516129032258,1,1,1,7,1,3,3,3,4,3,4,3,4,2,4,3,2,4,4,2,2,4,2,3,3,2,1,4,3,1,3,3,4,4,1,2,2,1,1,2,1,10,4,5,-2,0,1,1998,1,80,4,4,6,15,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1
0,0,3,1,2,1.32258064516129,1,2,1,7,1,1,1,1,3,4,2,2,4,4,4,4,4,2,2,4,4,4,2,2,2,2,3,5,3,1,1,2,2,2,2,2,1,1,2,1,3,20,2,1,-3,5,1,1998,1,21,12,0,25,20,3,2,2,2,2,2,2,3,1,2,2,1,2,1,1
35,50,1,2,2,1,2,3,2,6,1,1,1,1,4,3,2,2,3,4,5,4,1,2,2,4,3,4,3,4,4,3,3,5,4,2,4,3,4,4,1,2,2,1,1,4,4,15,2,3,5,5,1,1999,1,77,15,5,8,4,3,3,2,1,2,2,2,2,2,2,2,2,1,2,2
85,60,2,2,1,0.268292682926829,1,1,2,7,2,2,1,3,2,4,3,3,2,4,5,4,2,4,5,2,1,4,5,4,4,2,4,4,3,2,4,4,4,4,1,2,2,1,1,2,1,10,2,3,1,1,1,1998,1,64,10,3,8,5,3,2,2,1,2,2,2,2,2,2,2,1,2,2,1
